WKT,nama,deskripsi
"POLYGON ((106.9702803 -6.1036507, 106.8817031 -6.0940921, 106.8281447 -6.1200365, 106.7278945 -6.0899954, 106.688069 -6.0940921, 106.688069 -6.1029679, 106.6949355 -6.1104782, 106.688069 -6.121402, 106.6908156 -6.1330083, 106.6866957 -6.1418835, 106.6894423 -6.1705563, 106.7224013 -6.1930838, 106.7230879 -6.2060538, 106.7169081 -6.2244842, 106.742314 -6.226532, 106.7464339 -6.2422315, 106.7519271 -6.2531526, 106.7484938 -6.2688512, 106.7608534 -6.2811368, 106.7718398 -6.2988821, 106.7807662 -6.3173093, 106.808232 -6.3179917, 106.7924391 -6.3473373, 106.7938124 -6.3630331, 106.8150984 -6.3568914, 106.8377577 -6.3568914, 106.8363845 -6.3446076, 106.850804 -6.339148, 106.8590438 -6.3548441, 106.8693434 -6.3548441, 106.8940627 -6.3698573, 106.905049 -6.3616683, 106.9153487 -6.3650804, 106.9215285 -6.3016121, 106.9119155 -6.2988821, 106.9057357 -6.266121, 106.9160353 -6.2531526, 106.9435012 -6.25247, 106.9448744 -6.2333579, 106.9565474 -6.2190234, 106.9675337 -6.1985449, 106.9702803 -6.1036507))",DKI Jakarta,
