WKT,nama,deskripsi
"POLYGON ((106.7807662 -6.3173093, 106.7677199 -6.3540846, 106.7333876 -6.3609089, 106.7333876 -6.3854753, 106.7443739 -6.3854753, 106.730641 -6.4264168, 106.730641 -6.4468864, 106.7636 -6.4441571, 106.7910658 -6.4468864, 106.7855726 -6.4591677, 106.8034254 -6.4591677, 106.806172 -6.4468864, 106.8226515 -6.448251, 106.8212782 -6.4632614, 106.8377577 -6.4591677, 106.8446242 -6.4305108, 106.8542372 -6.4386986, 106.8542372 -6.4564385, 106.8775831 -6.4591677, 106.8899428 -6.4332401, 106.9160353 -6.4209582, 106.9160353 -6.3977581, 106.8954359 -6.4018523, 106.9119154 -6.3759218, 106.8940627 -6.3698573, 106.8590438 -6.3548441, 106.850804 -6.339148, 106.8363845 -6.3446076, 106.8377577 -6.3568914, 106.7938124 -6.3630331, 106.7924391 -6.3473373, 106.808232 -6.3179917, 106.7807662 -6.3173093))",Depok,
